City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,salym,60.0625,71.4789,-20.11,96,100,4.38,RU,1704156047
282,alofi,-19.0595,-169.9187,29.94,70,5,5.66,NU,1704156047
283,huaiyuan chengguanzhen,32.9589,117.1657,4.29,68,100,1.0,CN,1704156047
284,phu kradueng,16.8843,101.8847,22.69,62,41,0.51,TH,1704156048
285,tamandare,-8.7597,-35.1047,26.48,79,50,3.14,BR,1704156048
286,kiunga,-6.1219,141.2906,24.59,98,100,0.17,PG,1704156048
287,tabou,4.423,-7.3528,26.75,82,41,2.82,CI,1704156048
288,ternitz,47.7156,16.0357,4.29,75,100,2.03,AT,1704156048
289,santa cruz,-17.8,-63.1667,26.7,78,28,4.63,BO,1704156014
290,port elizabeth,-33.918,25.5701,20.61,90,0,4.63,ZA,1704156048
291,tekari,24.9333,84.8333,6.12,57,0,0.96,IN,1704156049
292,campbell river,50.0163,-125.2446,7.0,93,75,3.09,CA,1704156049
293,zilair,52.2332,57.4392,-17.69,98,100,5.17,RU,1704156049
294,novyy urengoy,66.0833,76.6333,-30.04,93,7,4.8,RU,1704156049
295,san,13.3034,-4.8956,23.69,14,100,3.74,ML,1704156049
296,klyuchi,52.2667,79.1667,-0.81,90,100,7.95,RU,1704156049
297,selfoss,63.9331,-20.9971,3.91,91,100,5.19,IS,1704156049
298,teguise,29.0605,-13.564,16.12,77,0,2.57,ES,1704156050
299,fuglafjordur,62.244,-6.814,6.26,89,10,9.7,FO,1704156050
300,concepcion,-36.827,-73.0498,17.89,77,0,4.63,CL,1704155821
301,glace bay,46.1969,-59.957,-2.34,82,100,4.12,CA,1704156050
302,loch garman,52.3342,-6.4575,11.05,100,100,7.6,IE,1704156050
303,sarakhs,36.5449,61.1577,6.71,54,100,2.78,IR,1704156050
304,whakatane,-37.9585,176.9854,23.82,59,16,3.14,NZ,1704156050
305,nadym,65.5333,72.5167,-30.22,92,13,4.32,RU,1704156051
306,los llanos de aridane,28.6585,-17.9182,18.4,84,20,2.57,ES,1704156051
307,inari,68.906,27.0288,-23.89,98,99,2.72,FI,1704156051
308,nago,26.5881,127.9761,18.24,53,2,2.63,JP,1704156052
309,vila do maio,15.1333,-23.2167,23.44,69,100,6.28,CV,1704156052
310,lashio,22.9333,97.75,10.44,87,0,0.58,MM,1704156052
311,sadovoye,47.7764,44.5089,0.53,75,100,3.82,RU,1704156052
312,luynes,47.3844,0.5547,11.36,91,100,7.72,FR,1704156052
313,fort bragg,35.139,-79.006,8.75,46,75,6.17,US,1704156052
314,gannat,46.1002,3.1989,8.88,84,100,4.76,FR,1704156053
315,batang,-6.4846,110.7083,29.22,74,92,0.68,ID,1704156053
316,novoagansk,61.9449,76.6625,-24.09,95,100,5.06,RU,1704156053
317,severobaykal'sk,55.65,109.3167,-10.83,85,70,3.45,RU,1704156053
318,arkhangel'sk,64.5401,40.5433,-20.94,77,40,3.0,RU,1704156053
319,laascaanood,8.4774,47.3597,17.89,74,7,2.86,SO,1704156053
320,akureyri,65.6835,-18.0878,3.96,75,100,4.12,IS,1704156053
321,shasta lake,40.6804,-122.3708,11.85,78,18,0.51,US,1704156054
322,hasaki,35.7333,140.8333,6.27,58,95,5.49,JP,1704156054
323,ulan bator,47.9077,106.8832,-31.93,75,2,1.0,MN,1704155989
324,mugia,43.1041,-9.2179,14.39,88,100,15.04,ES,1704156054
325,arraias,-12.9288,-46.9437,22.02,80,100,0.32,BR,1704156054
326,sao jose da coroa grande,-8.8978,-35.1478,26.67,77,27,3.63,BR,1704156054
327,arno,60.1167,18.6333,-7.9,74,100,6.36,SE,1704156054
328,puerto santa,-8.9906,-78.6456,21.83,83,43,4.72,PE,1704156055
329,siwa oasis,29.2041,25.5195,13.24,61,0,2.06,EG,1704156055
330,nishon tumani,38.694,65.6751,3.14,75,20,0.0,UZ,1704156055
331,gokarna,14.55,74.3167,23.64,64,100,3.49,IN,1704156055
332,palikir - national government center,6.9248,158.1611,30.47,74,75,5.14,FM,1704156055
333,yuzhno-kurilsk,44.0306,145.8556,-2.01,72,100,3.23,RU,1704156056
334,shimoda,34.6667,138.95,11.2,82,100,1.81,JP,1704156056
335,papayal,-4.0761,-80.7361,25.71,64,100,2.09,PE,1704156056
336,hammerfest,70.6634,23.6821,-3.75,74,100,5.14,NO,1704156056
337,smithers,54.7804,-127.1743,-0.82,100,100,1.54,CA,1704156056
338,ko lanta,7.5336,99.0865,25.74,85,100,4.94,TH,1704156056
339,tofol,5.3248,163.0078,28.88,84,75,7.72,FM,1704156056
340,malabar,-33.9667,151.25,28.43,68,75,9.77,AU,1704156057
341,inhambane,-23.865,35.3833,24.76,88,100,7.45,MZ,1704156057
342,kone,-21.0595,164.8658,32.85,46,24,1.97,NC,1704156057
343,clarksdale,34.2001,-90.5709,1.62,80,0,4.63,US,1704156057
344,hithadhoo,-0.6,73.0833,27.52,76,84,1.35,MV,1704156057
345,sinabang,2.4803,96.3801,26.93,79,89,1.09,ID,1704156057
346,shihezi,44.3,86.0333,-6.79,95,100,0.69,CN,1704156058
347,orcopampa,-15.2661,-72.3417,9.37,68,99,2.74,PE,1704156058
348,borogontsy,62.6683,131.1683,-34.32,100,82,1.66,RU,1704156058
349,val-d'or,48.1002,-77.7828,-6.95,79,100,4.63,CA,1704156058
350,ta`u,-14.2336,-169.5144,28.14,72,100,2.05,AS,1704155824
351,cill airne,52.05,-9.5167,10.6,91,100,3.63,IE,1704156058
352,cacoal,-11.4386,-61.4472,24.23,90,95,1.23,BR,1704156059
353,santa rosa,14.3122,121.1114,28.38,82,78,5.28,PH,1704156059
354,tirhanimine,35.2362,-3.9545,12.94,67,0,2.57,MA,1704156059
355,lijiang,26.8688,100.2207,0.86,65,1,1.81,CN,1704156059
356,general pinedo,-27.3167,-61.2833,27.38,56,78,4.71,AR,1704156059
357,nichinan,31.6,131.3667,8.82,57,4,1.53,JP,1704156059
358,tynda,55.1667,124.7167,-31.77,100,44,0.94,RU,1704156059
359,uturoa,-16.7333,-151.4333,28.15,79,100,4.25,PF,1704156060
360,xilin hot,43.9667,116.0333,-14.97,97,97,2.88,CN,1704156060
361,pangody,65.85,74.4859,-30.55,93,9,4.25,RU,1704156060
362,usogorsk,63.4106,48.6872,-37.96,100,46,1.0,RU,1704156060
363,happy valley-goose bay,53.3168,-60.3315,-15.83,72,40,2.57,CA,1704156060
364,karystos,38.0133,24.4161,14.44,80,100,1.86,GR,1704156060
365,lihue,21.9789,-159.3672,27.58,70,20,7.72,US,1704156061
366,sinop,41.7711,34.8709,7.31,70,100,4.07,TR,1704156061
367,forster,-32.1667,152.5167,26.27,70,99,5.26,AU,1704156061
368,orapa,-21.2833,25.3667,24.94,56,31,5.22,BW,1704156062
369,cascais,38.6979,-9.4215,14.47,84,100,4.02,PT,1704156062
370,lompoc,34.6391,-120.4579,18.08,62,0,5.14,US,1704156062
371,whitby,54.4877,-0.615,7.22,92,100,1.79,GB,1704156062
372,punta cana,18.5818,-68.4043,22.87,94,40,3.09,DO,1704155855
373,mamadysh,55.7152,51.408,-25.4,100,34,1.22,RU,1704156062
374,kupino,54.3663,77.2981,-1.52,96,100,7.06,RU,1704156063
375,nalut,30.3333,10.85,11.28,36,100,2.61,LY,1704156063
376,sisimiut,66.9395,-53.6735,-9.47,63,100,6.42,GL,1704156063
377,pangoa,-12.1167,-73.0,21.79,96,100,0.89,PE,1704156063
378,borba,-4.3878,-59.5939,25.64,86,10,1.34,BR,1704156063
379,huntsville,34.7304,-86.5861,3.89,71,100,4.02,US,1704155874
380,fernie,49.5,-115.0687,2.05,91,100,1.11,CA,1704156064
381,menongue,-14.6585,17.691,17.62,84,33,1.38,AO,1704156064
382,ierapetra,35.01,25.7353,13.41,78,10,0.45,GR,1704156064
383,hope mills,34.9704,-78.9453,9.06,50,100,6.69,US,1704156034
384,kolonia town,6.964,158.206,31.06,74,75,5.14,FM,1704156064
385,robbio,45.2906,8.5911,2.79,76,100,1.27,IT,1704156064
386,souq larb'a al gharb,34.6866,-6.0027,12.35,71,83,1.76,MA,1704156065
387,el granada,37.5027,-122.4694,15.82,80,0,3.09,US,1704156065
388,khovd,48.0056,91.6419,-14.45,69,89,1.18,MN,1704156065
389,petropavlovsk-kamchatsky,53.0452,158.6483,-15.68,51,0,4.0,RU,1704156065
390,kinablangan,7.6947,126.5503,24.05,97,100,3.33,PH,1704156066
391,al burayqah,30.4062,19.5739,16.31,57,0,3.21,LY,1704156066
392,vilyuchinsk,52.9306,158.4028,-14.86,76,83,4.69,RU,1704156066
393,chania,35.5122,24.0156,13.78,82,20,0.0,GR,1704156066
394,takoradi,4.8845,-1.7554,26.96,79,7,2.1,GH,1704156066
395,quesnel,52.9999,-122.5029,1.28,80,0,4.12,CA,1704156066
396,pedra azul,-16.0053,-41.2972,20.59,98,100,1.51,BR,1704156067
397,kununurra,-15.7667,128.7333,31.99,74,43,2.57,AU,1704156002
398,riversdale,18.1659,-76.9642,25.92,96,53,1.74,JM,1704156067
399,solikamsk,59.6196,56.7729,-23.37,100,99,0.83,RU,1704156067
400,mejit,10.2753,170.8646,27.38,75,100,7.97,MH,1704156067
401,richards bay,-28.783,32.0377,21.44,89,93,3.14,ZA,1704156067
402,nagqu,31.5,92.0,-14.15,77,100,1.07,CN,1704156067
403,vila velha,-20.3297,-40.2925,22.97,95,75,3.13,BR,1704156068
404,port hedland,-20.3167,118.5667,32.03,70,1,4.12,AU,1704156068
405,hadibu,12.65,54.0333,23.92,73,66,4.5,YE,1704156068
406,vernon,50.2581,-119.2691,5.34,79,100,0.51,CA,1704156068
407,muli,2.9167,73.5667,27.31,79,100,3.4,MV,1704156068
408,linxia chengguanzhen,35.6003,103.2064,-4.03,47,0,0.71,CN,1704156069
409,calvinia,-31.4707,19.776,20.96,59,0,3.82,ZA,1704156069
410,flying fish cove,-10.4217,105.6791,28.82,78,40,4.12,CX,1704156069
411,qashyr,53.0675,76.1036,-1.45,97,100,6.08,KZ,1704156069
412,el astillero,43.4009,-3.8205,15.85,39,0,6.17,ES,1704156069
413,luganville,-15.5333,167.1667,29.78,72,84,4.01,VU,1704156069
414,maumere,-8.6199,122.2111,30.1,70,8,0.57,ID,1704156070
415,markovo,57.3206,107.0881,-13.09,92,100,2.94,RU,1704156070
416,sawang wirawong,15.2416,105.0922,19.9,73,62,2.42,TH,1704156023
417,ponta delgada,37.7333,-25.6667,18.44,94,75,7.2,PT,1704156070
418,bucerias,20.75,-105.3333,25.99,65,100,2.57,MX,1704156070
419,masvingo,-20.0637,30.8277,18.33,94,23,4.14,ZW,1704156070
420,lusaka,-15.4067,28.2871,18.27,88,31,1.28,ZM,1704156071
421,buta,2.7858,24.73,23.52,48,99,0.69,CD,1704156071
422,williston,48.147,-103.618,2.67,79,28,4.99,US,1704156071
423,anloga,5.7947,0.8973,27.87,76,3,3.66,GH,1704156071
424,debre tabor,11.85,38.0167,10.59,56,10,1.44,ET,1704156072
425,kailua-kona,19.6406,-155.9956,27.98,76,40,5.66,US,1704156072
426,le portel,50.7056,1.5757,10.83,93,100,15.97,FR,1704156072
427,timimoun,29.2639,0.231,14.21,33,0,2.57,DZ,1704156072
428,chongwe,-15.3292,28.682,19.08,92,85,0.56,ZM,1704156072
429,kivioli,59.3531,26.9711,-16.93,94,45,4.61,EE,1704156073
430,ola,59.5833,151.2833,-25.44,87,18,2.66,RU,1704156073
431,manacapuru,-3.2997,-60.6206,26.63,81,45,1.03,BR,1704156073
432,walvis bay,-22.9575,14.5053,17.53,88,2,2.06,NA,1704156073
433,sale,34.0389,-6.8166,15.35,93,32,1.54,MA,1704155993
434,tabalah,19.95,42.4,17.58,59,0,1.41,SA,1704156073
435,steinbach,50.1667,8.5667,7.57,87,75,4.63,DE,1704156073
436,kangding,30.0513,101.9603,2.12,70,10,0.77,CN,1704155956
437,tolanaro,-25.0319,46.9987,24.04,94,75,9.26,MG,1704156074
438,castelo do piaui,-5.3222,-41.5525,22.48,97,60,1.46,BR,1704156074
439,cabrobo,-8.5142,-39.31,26.8,68,78,4.66,BR,1704156074
440,ghadamis,30.1337,9.5007,12.47,42,100,1.05,LY,1704156074
441,ouesso,1.6136,16.0517,23.54,62,29,1.05,CG,1704156075
442,murzuq,25.9155,13.9184,12.22,41,41,3.17,LY,1704156075
443,laguna,38.421,-121.4238,15.99,66,0,2.57,US,1704156075
444,eyl,7.9803,49.8164,22.67,79,100,6.47,SO,1704156075
445,narasannapeta,18.4167,84.05,17.89,89,55,1.99,IN,1704156076
446,concordia,-31.393,-58.0209,23.21,69,0,0.45,AR,1704155829
447,kolwezi,-10.7148,25.4667,16.94,99,100,1.2,CD,1704156076
448,zholymbet,51.7433,71.7122,-3.79,94,81,5.45,KZ,1704156076
449,aberystwyth,52.4155,-4.0829,11.51,88,100,9.72,GB,1704156076
450,kapoeta,4.7717,33.5903,25.43,61,80,1.54,SS,1704156077
451,qamdo,31.1667,97.2333,-9.08,45,91,1.42,CN,1704156077
452,marovoay,-16.1,46.6333,25.28,93,100,1.81,MG,1704156077
453,amga,60.8953,131.9608,-27.26,100,97,0.5,RU,1704156077
454,yaren,-0.5472,166.916,29.31,71,0,7.41,NR,1704156078
455,liwonde,-15.0506,35.2035,21.7,85,100,1.18,MW,1704156078
456,tomah,43.9786,-90.504,-4.12,80,100,4.12,US,1704156078
457,touros,-5.1989,-35.4608,26.35,81,81,2.78,BR,1704156078
458,sao lourenco do oeste,-26.3592,-52.8511,18.01,95,92,1.01,BR,1704156078
459,langsa,4.4683,97.9683,25.47,83,94,0.9,ID,1704156079
460,north battleford,52.7834,-108.2847,-4.95,80,0,3.09,CA,1704156079
461,cartagena,10.3997,-75.5144,27.79,78,20,4.63,CO,1704155971
462,narayangarh,30.4833,77.1333,9.92,51,0,0.61,IN,1704156079
463,santa ana,33.7456,-117.8678,20.01,49,0,4.12,US,1704155480
464,embi,48.8264,58.1442,-7.2,87,11,5.49,KZ,1704156080
465,umba,66.6871,34.3429,-23.08,99,46,2.75,RU,1704156080
466,dahab,28.501,34.5134,18.48,44,0,4.44,EG,1704156080
467,nogliki,51.8333,143.1667,-15.83,92,100,1.18,RU,1704156080
468,oriximina,-1.7656,-55.8661,26.91,70,62,1.06,BR,1704156081
469,krasnopavlivka,49.1372,36.3272,4.88,93,100,6.91,UA,1704156081
470,sumbe,-11.2061,13.8437,25.46,84,99,3.2,AO,1704156081
471,le port,-20.9373,55.2919,25.0,79,100,3.32,RE,1704156082
472,prineville,44.2999,-120.8345,6.38,76,0,3.6,US,1704156082
473,tucuma,-0.1833,-50.05,25.16,90,94,2.5,BR,1704156082
474,zaozersk,69.4005,32.4476,-18.66,77,59,6.0,RU,1704156082
475,acajutla,13.5928,-89.8275,26.26,68,3,1.78,SV,1704156082
476,dul'durga,50.6761,113.5931,-18.56,95,21,1.93,RU,1704156082
477,jalalaqsi,3.3766,45.5996,22.86,70,100,5.06,SO,1704156083
478,neryungri,56.6709,124.6491,-29.14,98,77,1.13,RU,1704156083
479,bogale,16.2833,95.4,19.92,84,53,2.04,MM,1704156083
480,asau,46.4333,26.4,6.51,71,100,5.61,RO,1704156083
481,papagaios,-19.4492,-44.7478,19.0,96,100,3.79,BR,1704156084
482,inarajan village,13.2736,144.7484,29.66,87,30,5.72,GU,1704156084
483,kruisfontein,-34.0033,24.7314,19.38,94,3,4.08,ZA,1704156084
484,balakhta,55.38,91.6,-2.95,84,100,3.46,RU,1704156084
485,rocky mountain house,52.3668,-114.9188,-3.94,80,100,0.51,CA,1704156084
486,ayr,55.4627,-4.6339,4.99,87,75,7.72,GB,1704155789
487,nahiyat al fuhud,30.9697,46.7228,14.4,46,0,3.02,IQ,1704156085
488,lospalos,-8.5186,127.0025,30.93,46,5,1.85,TL,1704156085
489,al hada,21.3675,40.2869,9.66,67,0,1.24,SA,1704156085
490,shakiso,5.75,38.9167,15.31,56,88,1.65,ET,1704156085
491,pariaman,-0.619,100.12,26.03,85,55,1.13,ID,1704156085
492,kodinar,20.7903,70.7031,19.39,45,0,3.26,IN,1704156086
493,mbeni,-11.5014,43.3775,25.73,78,100,4.14,KM,1704156086
494,les cayes,18.2,-73.75,24.91,83,60,0.52,HT,1704156086
495,cidreira,-30.1811,-50.2056,22.45,85,98,6.9,BR,1704156086
496,enchanted hills,35.3368,-106.593,6.77,42,100,1.34,US,1704155860
497,molochnoye,59.2917,39.6787,-30.93,100,82,1.79,RU,1704156086
498,at taj,24.2049,23.2857,11.88,51,0,3.96,LY,1704156086
499,amarante do maranhao,-5.5667,-46.7422,22.96,94,99,1.66,BR,1704156087
500,sao joao dos inhamuns,-6.0,-40.2833,24.38,82,100,2.62,BR,1704156087
501,mudgee,-32.5943,149.5871,27.1,39,3,2.85,AU,1704156087
502,bayji,34.9311,43.487,11.26,45,100,1.59,IQ,1704156087
503,maun,-19.9833,23.4167,21.98,100,0,0.0,BW,1704156087
504,dzuunharaa,48.8523,106.4579,-18.06,85,4,2.1,MN,1704156088
505,keflavik,64.0049,-22.5624,4.95,81,75,8.23,IS,1704156088
506,barra de santo antonio,-9.4047,-35.5072,25.6,79,7,4.41,BR,1704156088
507,kupang,-10.1667,123.5833,30.72,61,100,2.16,ID,1704156088
508,altay,47.8667,88.1167,-8.54,70,45,3.23,CN,1704156088
509,bentota,6.4254,79.9948,23.15,89,100,1.6,LK,1704156088
510,griffith,41.5284,-87.4237,-0.53,84,100,5.14,US,1704156089
511,mormugao,15.4,73.8,22.59,88,76,2.06,IN,1704156089
512,tromso,69.6496,18.957,-10.99,79,0,1.54,NO,1704156025
513,orsa,54.5153,30.4053,-9.03,62,100,6.87,BY,1704156089
514,plettenberg bay,-34.0527,23.3716,18.29,92,15,3.75,ZA,1704156089
515,languyan,5.2618,120.0807,28.7,76,100,2.22,PH,1704156089
516,yanchep,-31.55,115.6833,22.01,56,94,4.95,AU,1704156090
517,san juan del cesar,10.7711,-73.0031,29.53,80,15,2.23,CO,1704156090
518,newberry,34.2746,-81.6187,8.59,54,98,4.84,US,1704156090
519,aleg,17.0481,-13.9209,24.16,12,100,4.2,MR,1704156090
520,ceerigaabo,10.6162,47.368,13.9,30,79,3.37,SO,1704156090
521,aitape,-3.1374,142.3475,30.14,67,87,1.91,PG,1704156090
522,cadale,2.7603,46.3222,25.13,82,100,6.77,SO,1704156091
523,aral,40.5156,81.2636,-3.36,51,6,0.24,CN,1704156091
524,karratha,-20.7377,116.8463,34.39,31,0,4.97,AU,1704156091
525,nemuro,43.3236,145.575,-2.29,75,100,5.65,JP,1704156091
526,haenam,34.5711,126.5989,7.2,65,93,2.95,KR,1704156092
527,rolla,37.9514,-91.7713,-0.83,76,100,1.34,US,1704156092
528,coahuayana de hidalgo,18.7,-103.6583,23.23,72,100,0.78,MX,1704156092
529,mana,5.6592,-53.7767,25.9,81,13,4.76,GF,1704156092
530,talara,-4.5772,-81.2719,24.42,78,0,5.14,PE,1704156092
531,cleveland,41.4995,-81.6954,1.05,82,100,2.57,US,1704155734
532,shimanovsk,52.0,127.7,-22.46,94,14,1.45,RU,1704156093
533,harper,4.375,-7.7169,26.69,82,32,2.88,LR,1704156093
534,bouarfa,32.53,-1.95,5.17,58,0,1.76,MA,1704156093
535,tharad,24.3961,71.6267,15.09,29,0,3.99,IN,1704156093
536,kandla,23.0333,70.2167,18.45,44,0,4.22,IN,1704156093
537,luau,-10.7073,22.2247,18.6,99,100,0.85,AO,1704156094
538,paidha,2.4167,30.9855,16.82,88,53,1.53,UG,1704156094
539,stanthorpe,-28.6667,151.95,22.94,61,96,7.11,AU,1704156094
540,pisco,-13.7,-76.2167,23.03,83,0,7.2,PE,1704156094
541,sola,-13.8833,167.55,27.94,74,93,4.11,VU,1704156094
542,saskatoon,52.1168,-106.6345,-3.01,73,20,4.12,CA,1704156064
543,san julian,21.0167,-102.1667,15.23,32,100,2.0,MX,1704156095
544,bikenibeu village,1.3673,173.1241,28.48,78,7,6.44,KI,1704156095
545,tralee,52.2704,-9.7026,10.65,89,100,4.34,IE,1704156095
546,magdalena,14.1999,121.429,27.97,81,89,4.22,PH,1704156095
547,el calafate,-50.3408,-72.2768,15.69,66,100,4.01,AR,1704156095
548,fisterra,42.9049,-9.2629,14.3,87,100,14.9,ES,1704156095
549,vorkuta,67.5,64.0,-32.85,99,8,1.61,RU,1704156096
550,'ain deheb,34.8422,1.547,4.44,87,0,3.27,DZ,1704156096
551,muynoq,43.7683,59.0214,1.47,80,6,4.46,UZ,1704156096
552,sao joao batista,-27.2761,-48.8494,24.9,96,100,0.24,BR,1704156096
553,baoqing,46.3317,132.2111,-14.8,93,82,1.48,CN,1704156096
554,sibiti,-3.6819,13.3499,21.45,97,100,0.6,CG,1704156097
555,minot,48.2325,-101.2963,3.12,70,75,8.23,US,1704156097
556,at taraf,25.3628,49.725,15.3,75,0,3.68,SA,1704156097
557,khandyga,62.6667,135.6,-36.71,94,98,1.01,RU,1704156097
558,jayapura,-2.5333,140.7,29.66,83,99,1.16,ID,1704156097
559,schleswig,54.5167,9.55,5.97,94,100,3.6,DE,1704156097
560,guarapari,-20.6667,-40.4975,22.72,94,100,2.88,BR,1704156098
561,nasipit,8.9692,125.2947,24.91,91,100,2.29,PH,1704156098
562,nova xavantina,-14.6667,-52.35,22.23,97,27,1.64,BR,1704156098
563,conception bay south,47.4999,-52.9981,-2.47,82,100,4.81,CA,1704155868
564,egersund,58.4513,5.9997,1.72,67,17,16.26,NO,1704156098
